allnow, title, follow, score, count, view_12, danmaku, reply, coin, share, like, view_11, danmaku, reply, coin, share, like, view_10, danmaku, reply, coin, share, like, view_9, danmaku, reply, coin, share, like, view_8, danmaku, reply, coin, share, like, view_7, danmaku, reply, coin, share, like, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV2, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, view_PV1, danmaku, reply, coin, share, like, 
14, 28228266, 947171, 9.5, 33994, 385491, 25412, 6983, 10316, 49, 1307, 348413, 14701, 1750, 1618, 28, 1331, 332049, 12185, 1241, 1429, 24, 1521, 385328, 15503, 1734, 2249, 31, 1285, 442595, 15099, 1106, 2094, 112, 2253, 890756, 19251, 5233, 5584, 71, 1551, 1240554, 25268, 10183, 14126, 165, 1903, 850745, 21706, 870, 6339, 80, 1456, 879458, 29208, 1344, 6334, 45, 1379, 1031836, 25554, 2369, 6138, 70, 1586, 1107623, 28655, 3325, 6381, 71, 1334, 407459, 431, 2664, 2295, 101, 234, 3979886, 61561, 11768, 19263, 521, 1677, 407459, 431, 2664, 2295, 101, 234, 

allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
7, 28228168, 999199, 6.2, 22344, 877054, 42087, 6531, 4585, 54, 1841, 1725522, 49656, 4615, 7054, 52, 2109, 2271707, 39158, 4352, 5496, 77, 1945, 2655584, 57867, 9444, 8775, 54, 1897, 2749250, 62028, 6873, 8997, 87, 2014, 845944, 496, 1871, 907, 21, 200, 6152831, 159534, 16541, 20758, 298, 2522, 

allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
7, 28228368, 407045, 9.7, 4343, 124030, 2151, 737, 1583, 44, 1754, 234519, 6597, 1171, 2699, 79, 2037, 319386, 7852, 1514, 2814, 83, 1996, 382477, 7504, 1187, 3514, 67, 1808, 503901, 7201, 1581, 3684, 53, 2176, 295446, 261, 761, 559, 10, 216, 1508956, 16398, 3565, 8990, 90, 29, 

allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_SP, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, 
8, 28228265, 394592, 8.0, 2005, 67782, 686, 312, 278, 24, 1646, 143816, 1491, 478, 473, 24, 1957, 49226, 88, 178, 87, 3, 139, 195512, 2043, 660, 601, 36, 1970, 280543, 2630, 793, 1163, 33, 1627, 484440, 8646, 1143, 1681, 37, 2020, 1744267, 24909, 3969, 4842, 106, 17, 448485, 1123, 1287, 760, 34, 251, 

allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
7, 28228332, 1074406, 9.3, 9577, 100859, 2318, 1575, 1083, 32, 1039, 718431, 14151, 3366, 6035, 58, 2156, 1359463, 24364, 3634, 12641, 66, 1893, 1782503, 27150, 5691, 10982, 76, 1757, 2100650, 38180, 8120, 13681, 143, 2085, 658394, 829, 1862, 1894, 58, 227, 4871914, 73208, 11832, 33855, 302, 2851, 

allnow, title, follow, score, count, view_12, danmaku, reply, coin, share, like, view_11, danmaku, reply, coin, share, like, view_10, danmaku, reply, coin, share, like, view_9, danmaku, reply, coin, share, like, view_8, danmaku, reply, coin, share, like, view_7, danmaku, reply, coin, share, like, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_SP, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, 
14, 28228304, 1627294, 9.8, 26416, 563814, 16588, 3930, 12517, 64, 2102, 945011, 14991, 3959, 22100, 41, 1984, 697755, 11209, 616, 5439, 40, 2577, 732529, 13132, 684, 11135, 30, 2056, 800465, 13320, 813, 4877, 25, 1728, 842274, 12674, 644, 4815, 30, 1733, 921751, 18300, 813, 5695, 46, 1925, 1034738, 15236, 926, 7508, 69, 2249, 1153789, 22992, 1300, 6192, 54, 1830, 1314858, 18152, 1151, 6575, 66, 3933, 9636, 99, 81, 151, 34, 893, 1579076, 23956, 1607, 8395, 58, 1896, 3814905, 33882, 8343, 22871, 179, 1257, 1380089, 3148, 5469, 7276, 119, 129, 

