allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_PV2, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV1, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
8, 28228266, 852732, 9.8, 23305, 918329, 21095, 9404, 12922, 147, 1901, 650682, 18081, 870, 5273, 70, 1455, 672362, 24055, 1231, 5131, 44, 1377, 784063, 21026, 2144, 5103, 63, 1585, 369867, 429, 2615, 2134, 98, 234, 835254, 23734, 3023, 5373, 61, 1333, 369867, 429, 2615, 2134, 98, 234, 3158658, 53884, 11077, 17045, 474, 1675, 

allnow, title, follow, score, count, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
6, 28228168, 939810, 7.3, 11870, 653745, 31364, 3257, 4522, 36, 2053, 1546361, 32598, 4177, 4713, 72, 1939, 2277231, 52116, 9184, 8244, 53, 1897, 2447261, 56901, 6715, 8524, 82, 2014, 804153, 484, 1856, 870, 20, 200, 5471753, 151872, 16218, 19941, 283, 2522, 

allnow, title, follow, score, count, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
5, 28228368, 389741, 9.7, 2922, 193746, 6105, 1384, 2419, 80, 1988, 323874, 6840, 1157, 3226, 66, 1806, 450487, 6779, 1552, 3494, 52, 2176, 282608, 261, 756, 519, 9, 216, 1341478, 15632, 3501, 8605, 83, 28, 

allnow, title, follow, score, count, view_4, danmaku, reply, coin, share, like, view_SP, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
6, 28228265, 383445, 8.2, 1606, 129191, 1607, 590, 490, 36, 1966, 46343, 83, 178, 84, 2, 139, 239974, 2381, 766, 1067, 32, 1627, 440961, 8107, 1092, 1597, 37, 2019, 437836, 1119, 1286, 753, 34, 251, 1567962, 23684, 3902, 4635, 102, 17, 

allnow, title, follow, score, count, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
5, 28228332, 970577, 9.4, 7312, 652659, 16790, 3132, 9137, 58, 1873, 1339084, 23036, 5520, 9879, 72, 1755, 1763430, 33789, 7891, 12646, 131, 2085, 619900, 817, 1844, 1805, 58, 227, 4169174, 66735, 11481, 31156, 283, 2851, 

allnow, title, follow, score, count, view_12, danmaku, reply, coin, share, like, view_11, danmaku, reply, coin, share, like, view_10, danmaku, reply, coin, share, like, view_9, danmaku, reply, coin, share, like, view_8, danmaku, reply, coin, share, like, view_7, danmaku, reply, coin, share, like, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, 
13, 28228304, 1586815, 9.9, 24029, 348947, 13074, 3331, 8774, 53, 2018, 828242, 13956, 3851, 20714, 33, 1982, 613964, 10197, 584, 5003, 33, 2577, 647658, 11950, 647, 10121, 29, 2056, 710934, 12091, 779, 4446, 24, 1728, 749269, 11620, 614, 4448, 29, 1733, 820748, 16732, 759, 5238, 45, 1925, 866322, 13237, 848, 6565, 64, 2248, 976238, 20731, 1222, 5562, 48, 1827, 1158745, 16644, 1125, 6079, 62, 3932, 1422470, 22225, 1555, 7819, 56, 1896, 3319632, 32371, 8192, 21234, 175, 1256, 1351619, 3144, 5460, 7180, 117, 129, 
